,Job Name,Job Company,Job City,Job Country,Job Type,Job Level,Job Level Years,Job Skills,Job Date
111,Data Governance Lead,Accenture Middle East,Riyadh,Saudi Arabia,Full Time,Experienced,IT/Software Development,"Analyst/Research, Engineering - Telecom/Technology, Computer Science, Information Technology (IT), Computer Engineering, Data Mining, Engineering, Programming, Big Data",24 days ago
112,Academic Data Analyst (British school experience),Hub Recruitment LTD,Dubai,United Arab Emirates,Full Time,Experienced,IT/Software Development,"Analyst/Research, Engineering - Telecom/Technology, Data Analysis, Analysis, Computer Science, Information Technology (IT), Microsoft Office, SQL, Microsoft Excel",24 days ago
113,Senior Data Scientist,Siemens Digital Industries Software,Cairo,Egypt,Full Time,Experienced,IT/Software Development,"Analyst/Research, Engineering - Telecom/Technology, Computer Science, Information Technology (IT), SQL, Python, Engineering, Data Analysis, Software Development",24 days ago
114,Data Analyst,Peroptyx,Riyadh,Saudi Arabia,Freelance / Project,Entry Level,IT/Software Development,"Analyst/Research, Engineering - Telecom/Technology, Data Analysis, Analysis, Computer Science, Information Technology (IT), SQL, Microsoft Office, Microsoft Excel",24 days ago
115,Business Analyst - Data Analytics,Halian,Dubai,United Arab Emirates,Full Time,Experienced,IT/Software Development,"Analyst/Research, Engineering - Telecom/Technology, Business Analysis, Information Technology (IT), Computer Science, Analysis, Software Development, Software, Computer Engineering",22 days ago
116,Senior Data Analyst Specialist,Cairo Three A Poultry,Cairo,Egypt,Full Time,Experienced,3 - 4 Yrs of Exp,"Analyst/Research, Data Analysis, BI, Tableau",2 months ago
117,Principal Data Center Design Electrical Engineer,Oracle,Dubai,United Arab Emirates,Full Time,Experienced,IT/Software Development,"Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, engineering, information technology (it), computer science, electrical engineering, design, oracle, construction",23 days ago
118,Lead Data Engineer,"Integrant, Inc.",Cairo,Egypt,Full Time,Not specified,IT/Software Development,"Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, Information Technology (IT), Computer Science, Engineering, Software Development, Software Engineering, Computer Engineering, Java",23 days ago
119,Senior Data Engineer,DXC Technology,Cairo,Egypt,Full Time,Experienced,IT/Software Development,"Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, Engineering, Information Technology (IT), Computer Science, Software Engineering, Software Development, Computer Engineering, Mechanical Engineering",24 days ago
120,Business Intelligence Developer / Data Management Engineer,Prometeia,Cairo,Egypt,Full Time,Entry Level,IT/Software Development,"Sales/Retail, Engineering - Telecom/Technology, information technology (it), computer science, engineering, sales, software development, software engineering, software",24 days ago
121,Urgent Hiring for Data Analyst,PRIME IMMIGRATION LTD,Dubai,United Arab Emirates,Full Time,Entry Level,IT/Software Development,"Analyst/Research, Engineering - Telecom/Technology, information technology (it), computer science, finance, erp, analysis, engineering, data analysis",26 days ago
122,Software Engineer II - Python & Data,TalPods,Cairo,Egypt,Full Time,Experienced,IT/Software Development,"Quality, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Software Engineering, Software Development, Engineering, Software, Computer Engineering",25 days ago
123,Freelance Data Analytics Instructor - Kingdom of Saudi Arabia (Part Time/Flexible),Learning Tree International,Riyadh,Saudi Arabia,Part Time,Not specified,Marketing/PR/Advertising,"Media/Journalism/Publishing, Training/Instructor, marketing, social media, digital marketing, market research, computer science, communication, communication skills",27 days ago
124,Data Management & Business Intelligence Director,Splonline,Riyadh,Saudi Arabia,Full Time,Not specified,Administration,"IT/Software Development, Engineering - Telecom/Technology, Information Technology (IT), Microsoft Office, Data Entry, Computer Science, Administration, Data Analysis, Office Management",27 days ago
125,Senior Power BI Developer.,Softec Technologies,Maadi,Egypt,Full Time,Experienced,5+ Yrs of Exp,"IT/Software Development, Engineering - Telecom/Technology, Agile, Communication, BI, Data Modeling, DAX, Power BI, SQL, Information Technology (IT)",2 months ago
126,Data Engineer,Denodo,Riyadh,Saudi Arabia,Full Time,Experienced,IT/Software Development,"Analyst/Research, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Computer Engineering, Engineering, Software Engineering, Software Development, SQL",28 days ago
127,"English Customer Service, Email&Chat Account (Etisalat UAE)",Etisalat Egypt,Maadi,Egypt,Full Time,Entry Level,0 - 15 Yrs of Exp,"Business Development, Customer Service/Support, Sales/Retail, Computer Skills, chat, Customer Care, Customer Service, Customer Support, Mail, English",2 months ago
128,Master Data Specialist,Grifols Egypt for Plasma Derivatives (GEPD),Cairo,Egypt,Full Time,Entry Level,Administration,"IT/Software Development, Analyst/Research, Data Entry, Administration, Microsoft Office, Admin, Computer Skills, Typing, Customer Service",28 days ago
129,Analyst – Data Privacy,Abu Dhabi Commercial Bank,Dubai,United Arab Emirates,Full Time,Entry Level,IT/Software Development,"Analyst/Research, Engineering - Telecom/Technology, Data Analysis, Analysis, Computer Science, Information Technology (IT), Microsoft Office, SQL, Microsoft Excel",28 days ago
130,Data Engineer,Petrofac,Dubai,United Arab Emirates,Full Time,Not specified,IT/Software Development,"Analyst/Research, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Computer Engineering, Engineering, Software Engineering, Software Development, SQL",29 days ago
131,Junior Data Anaylst,DXC Technology,Cairo,Egypt,Full Time,Experienced,IT/Software Development,"Analyst/Research, Engineering - Telecom/Technology, Computer Science, Information Technology (IT), Python, SQL, Software Development, Data Analysis, Java",29 days ago
132,Data Analyst,High5,Dubai,United Arab Emirates,Full Time,Experienced,IT/Software Development,"Analyst/Research, Engineering - Telecom/Technology, Data Analysis, Analysis, Computer Science, Information Technology (IT), SQL, Microsoft Office, Microsoft Excel",29 days ago
133,Data Scientist,High5,Dubai,United Arab Emirates,Full Time,Experienced,IT/Software Development,"Analyst/Research, Engineering - Telecom/Technology, Python, Computer Science, Information Technology (IT), SQL, Data Science, Data Scientist, Machine Learning",29 days ago
134,Sr Data Engineer,InfoVision Inc.,Dubai,United Arab Emirates,Full Time,Experienced,IT/Software Development,"Engineering - Telecom/Technology, Engineering - Mechanical/Electrical, Engineering, Information Technology (IT), Computer Science, Software Development, Software Engineering, SQL, Computer Engineering",27 days ago
135,Data Engineer,"ADIV Human Resources Consultancy, L.L.C",Dubai,United Arab Emirates,Full Time,Experienced,IT/Software Development,"Analyst/Research, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Computer Engineering, Engineering, Software Engineering, Software Development, SQL",29 days ago
136,Data Scientist - Operations Research,Ahoy,Dubai,United Arab Emirates,Full Time,Not specified,IT/Software Development,"Analyst/Research, Engineering - Telecom/Technology, Python, Computer Science, Information Technology (IT), SQL, Data Science, Data Scientist, Machine Learning",29 days ago
137,"Associate Director Data, Digital & IT – Site",Novartis,Cairo,Egypt,Full Time,Entry Level,IT/Software Development,"Marketing/PR/Advertising, Media/Journalism/Publishing, information technology (it), marketing, computer science, social media, engineering, english, management",28 days ago
138,Senior Data Analyst,The Professionals,Riyadh,Saudi Arabia,Full Time,Experienced,IT/Software Development,"Analyst/Research, Engineering - Telecom/Technology, Information Technology (IT), Computer Science, Analysis, Data Analysis, Business Analysis, Microsoft Office, SQL",1 month ago
139,HR Data Scientist | Group HR,Al,Dubai,United Arab Emirates,Full Time,Entry Level,Human Resources,"IT/Software Development, Analyst/Research, Human Resources (HR), Recruitment, Labor Law, Training, OD, Payroll, Personnel",1 month ago
140,Data Analyst,The Professionals,Riyadh,Saudi Arabia,Full Time,Entry Level,IT/Software Development,"Analyst/Research, Engineering - Telecom/Technology, Data Analysis, Analysis, Computer Science, Information Technology (IT), SQL, Microsoft Office, Microsoft Excel",1 month ago
141,Data Statistics Expert,The Professionals,Riyadh,Saudi Arabia,Full Time,Entry Level,IT/Software Development,"Marketing/PR/Advertising, Engineering - Telecom/Technology, information technology (it), computer science, engineering, marketing, english, communication skills, quality",1 month ago
142,Coding and Programming Teacher,Creatives International Schools ( CIS ),10th of Ramadan City,Egypt,Full Time,Entry Level,1 - 3 Yrs of Exp,"Education/Teaching, Computer Skills, IT, LAN, Science, Security, Teaching, Training, Computer Science, computer",3 days ago
143,Android developer,MTS,Maadi,Egypt,Full Time,Experienced,3 - 5 Yrs of Exp,"IT/Software Development, Android, Computer Science, Mobile Development, Software Development, Software, Mobile",1 day ago
144,Backend Developer / DXL,Efada Technology,6th of October,Egypt,Full Time,Experienced,2 - 4 Yrs of Exp,"IT/Software Development, Engineering - Telecom/Technology, NoSQL, backend, API, Information Technology (IT), Java, Programming, Python, Software Development",1 day ago
145,IOS App Developer,Outservingplus,Nasr City,Egypt,Full Time,Experienced,3 - 5 Yrs of Exp,"IT/Software Development, Android, Angular Js, Apache, Computer Science, Java, SDK",4 days ago
146,"Call Center Advisor for A corporate account (English Department), Etisalat UAE Project",Etisalat Egypt,Maadi,Egypt,Full Time,Entry Level,0 - 15 Yrs of Exp,"Banking, Customer Service/Support, Sales/Retail, Computer Skills, chat, Customer Care, Customer Service, Customer Support, Mail, English",2 months ago
147,"Call Center Advisor (English Queue) at Etisalat UAE Project, Corporate Account",Etisalat Egypt,Maadi,Egypt,Full Time,Entry Level,0 - 15 Yrs of Exp,"Banking, Customer Service/Support, Sales/Retail, Computer Skills, chat, Customer Care, Customer Service, Customer Support, Mail, English",2 months ago
148,Lab Specialists,INNOVACXESS,Cairo,Egypt,Full Time,Entry Level,0 - 3 Yrs of Exp,"R&D/Science, Medical/Healthcare, Chemistry, Biology, Healthcare, Lab, Medical, Science",1 day ago
149,"Call Center Advisor (English Queue), Etisalat UAE project (Corporate Account)",Etisalat Egypt,Maadi,Egypt,Full Time,Entry Level,Customer Service/Support,"Operations/Management, Sales/Retail, Benefits, Call Center, Customer Care, Customer Service, Customer Support, Medical, Training",2 months ago
150,Senior Business Analyst,Confidential,Cairo,Egypt,Full Time,Experienced,6 - 10 Yrs of Exp,"IT/Software Development, Business Analysis, Information Technology (IT), Computer Science, Analysis, Software, Business Development",7 hours ago
151,Software Business Analyst,SMARTTEL,Nasr City,Egypt,Full Time,Experienced,2 - 4 Yrs of Exp,"Analyst/Research, Analyst, Business Analysis, Business Analyst, Software Business Analyst, Computer Science, Information Technology (IT), Software, business",8 days ago
152,Full Stack Developer,Orange Studio,Nasr City,Egypt,Internship,Entry Level,IT/Software Development,"Computer Science, PHP, jQuery, HTML, CSS, JavaScript",3 days ago
153,Tech Lead (Software Architecture),Green Valley,Nasr City,Egypt,Full Time,Manager,10 - 10 Yrs of Exp,"IT/Software Development, Engineering - Telecom/Technology, JavaScript, Node.js, Python, Angular, Computer Science, Software Architecture, Software Development",3 hours ago
154,Full stack Senior .net core Developer,Syscodeia,New Cairo,Egypt,Full Time,Experienced,3 - 7 Yrs of Exp,"IT/Software Development, Engineering - Telecom/Technology, Agile, Computer Science, core, Angular, CSS, Github, Microservices, Information Technology (IT)",2 days ago
155,Junior Oracle Applications Development Specialist,Wadi Group,Sheikh Zayed,Egypt,Full Time,Entry Level,0 - 1 Yrs of Exp,"Business Development, IT/Software Development, business, Communication skills, Applications, Computer Science, Information Technology (IT), Oracle Applications, Oracle, Software Development",3 days ago
